1,"BookTitle","Bahá’í Prayers","巴哈伊祈禱文","巴哈伊祈祷文"
225,"PassageAuthor","(‘Abdu’l-Bahá)","（阿博都巴哈）","（阿博都巴哈）"
226,"PassageNumber",33,33,33
227,"MainText","O Lord! Make this youth radiant, and confer Thy bounty upon this poor creature. Bestow upon him knowledge, grant him added strength at the break of every morn and guard him within the shelter of Thy protection so that he may be freed from error, may devote himself to the service of Thy Cause, may guide the wayward, lead the hapless, free the captives and awaken the heedless, that all may be blessed with Thy remembrance and praise. Thou art the Mighty and the Powerful.","主啊！讓這青年煥發朝氣，將祢的恩寵賜予這卑微的受造物。授予他知識，在每日拂曉給他增添力量，在祢的庇護所裡護衛他，使他免於犯錯，專心伺奉祢的聖道，開導冥頑者，扶助不幸者，解救受縛者，喚醒疏失者，讓所有人都因念記和贊揚祢而承享福佑。祢是大能者，強力者。","主啊！让这青年焕发朝气，将祢的恩宠赐予这卑微的受造物。授予他知识，在每日拂晓给他增添力量，在祢的庇护所里护卫他，使他免于犯错，专心伺奉祢的圣道，开导冥顽者，扶助不幸者，解救受缚者，唤醒疏失者，让所有人都因念记和赞扬祢而承享福佑。祢是大能者，强力者。"
228,"PassageAuthor","(‘Abdu’l-Bahá)","（阿博都巴哈）","（阿博都巴哈）"
229,"SectionText","For the departed","為離世者祝文","为逝者祈祷"
230,"PassageNumber",34,34,34
231,"ExLogue","(The Prayer for the Dead is to be used for Bahá’ís over the age of fifteen. ""It is the only Bahá’í obligatory prayer which is to be recited in congregation; it is to be recited by one believer while all present stand. There is no requirement to face the Qiblih when reciting this prayer.""—A Synopsis and Codification of the Kitáb-i-Aqdas)","這是唯一的一篇用於集體祈禱的巴哈伊必誦禱文。由一人吟誦，餘者靜立。吟誦時不須朝向吉蔔利。巴哈歐拉諭示離世者須滿十五歲方可為之吟誦此禱文，且要在入殮前吟誦。","这是唯一的一篇用于集体祈祷的巴哈伊必诵祷文。由一人吟诵，余者静立。吟诵时不须朝向吉卜利。巴哈欧拉谕示离世者须满十五岁方可为之吟诵此祷文，且要在入殓前吟诵。"
232,"MainText","O my God! This is Thy servant and the son of Thy servant who hath believed in Thee and in Thy signs, and set his face towards Thee, wholly detached from all except Thee. Thou art, verily, of those who show mercy the most merciful.","我的上帝啊！這是祢的僕人及僕人之子，他篤信祢和祢的徵象，他面向祢，除祢之外，超然於一切。誠然！在慈悲者中，祢至為慈悲。","我的上帝啊！这是祢的仆人及仆人之子，他笃信祢和祢的征象，他面向祢，除祢之外，超然于一切。诚然！在慈悲者中，祢至为慈悲。"
233,"MainText","Deal with him, O Thou Who forgivest the sins of men and concealest their faults, as beseemeth the heaven of Thy bounty and the ocean of Thy grace. Grant him admission within the precincts of Thy transcendent mercy that was before the foundation of earth and heaven. There is no God but Thee, the Ever-Forgiving, the Most Generous.","上帝啊，容忍他吧！祢寬恕人們的罪過，掩飾人們的過錯，祢的恩典比天高，祢的寬仁如海闊。讓他進入祢超凡仁慈之境吧！祢的慈悲先於天地的創造。除祢之外別無上帝，祢是永恆寬恕者，至為慷慨者。","上帝啊，容忍他吧！祢宽恕人们的罪过，掩饰人们的过错，祢的恩典比天高，祢的宽仁如海阔。让他进入祢超凡仁慈之境吧！祢的慈悲先于天地的创造。除祢之外别无上帝，祢是永恒宽恕者，至为慷慨者。"
234,"MainText","Let him, then, repeat six times the greeting ""Alláh-u-Abhá,"" and then repeat nineteen times each of the following verses:","然後，吟誦者重復吟誦“阿拉胡—阿蔔哈”六遍，繼而吟誦下面六句中的第一句十九遍，再吟誦“阿拉胡—阿蔔哈”六遍，接著吟誦第二句十九遍，餘者類推。","然后，吟诵者重复吟诵“阿拉胡—阿卜哈”六遍，继而吟诵下面六句中的第一句十九遍，再吟诵“阿拉胡—阿卜哈”六遍，接着吟诵第二句十九遍，余者类推。"
235,"MainText","We all, verily, worship God.","誠然，我們崇拜上帝。","诚然，我们崇拜上帝。"
236,"MainText","We all, verily, bow down before God.","誠然，我們在上帝尊前躬身下跪。","诚然，我们在上帝尊前躬身下跪。"
237,"MainText","We all, verily, are devoted unto God.","誠然，我們一心皈依上帝。","诚然，我们一心皈依上帝。"
238,"MainText","We all, verily, give praise unto God.","誠然，我們贊美上帝。","诚然，我们赞美上帝。"
239,"MainText","We all, verily, yield thanks unto God.","誠然，我們感謝上帝。","诚然，我们感谢上帝。"
240,"MainText","We all, verily, are patient in God.","誠然，我們因上帝而隱忍。","诚然，我们因上帝而隐忍。"
241,"ExLogue","(If the dead be a woman, let him say: This is Thy handmaiden and the daughter of Thy handmaiden, etc. ...)","（如果死者為女性，祈禱者則吟誦：“這是祢的女僕及女僕之女……”）","（如果死者为女性，祈祷者则吟诵：“这是祢的女仆及女仆之女……”）"
242,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
243,"PassageNumber",35,35,35
244,"MainText","Glory be to Thee, O Lord my God! Abase not him whom Thou hast exalted through the power of Thine everlasting sovereignty, and remove not far from Thee him whom Thou hast caused to enter the tabernacle of Thine eternity. Wilt Thou cast away, O my God, him whom Thou hast overshadowed with Thy Lordship, and wilt Thou turn away from Thee, O my Desire, him to whom Thou hast been a refuge? Canst Thou degrade him whom Thou hast uplifted, or forget him whom Thou didst enable to remember Thee?","主，我的上帝啊！勿貶抑祢曾以亙古威權的力量提昇過的他，勿使他遠離祢曾引其進入的永恆天幕。我的上帝呀！祢會拋棄祢所庇護下的他嗎？我的渴望呀！祢曾是他的避難所，祢會罔而他顧嗎？祢會貶黜祢曾扶昇過的他嗎？亦或，祢會忘懷追憶祢的他嗎？","主，我的上帝啊！勿贬抑祢曾以亘古威权的力量提升过的他，勿使他远离祢曾引其进入的永恒之天。我的上帝呀！祢会抛弃祢所庇护的他吗？我的渴望呀！祢曾是他的避难所，祢会置之不理吗？祢会贬黜祢曾扶持过的他吗？亦或，祢会忘怀追忆祢的他吗？"
245,"MainText","Glorified, immensely glorified art Thou! Thou art He Who from everlasting hath been the King of the entire creation and its Prime Mover, and Thou wilt to everlasting remain the Lord of all created things and their Ordainer. Glorified art Thou, O my God! If Thou ceasest to be merciful unto Thy servants, who, then, will show mercy unto them; and if Thou refusest to succor Thy loved ones, who is there that can succor them?","榮耀，無限的榮耀歸於祢！自古以來祢即是全宇宙的君王及原動力，並且祢將永生永世為萬物的主宰及其命定者。我的上帝呀！榮耀歸於祢，若祢停止以慈悲對待祢的僕役們，又有誰會施惠於他們呢？若祢拒絕救助祢所垂愛的人們，又有誰能給予他們援助呢？","荣耀，无限的荣耀归于祢！自古以来，祢就是万物的主宰及其命定者；永生永世，祢都是全宇宙的君王和原动力。我的上帝呀！荣耀归于祢，祢若停止善待祢仆人，还有谁会对他们施惠？祢若拒绝救援祢所垂爱者，还有谁会帮助他们？"
246,"MainText","Glorified, immeasurably glorified art Thou! Thou art adored in Thy truth, and Thee do we all, verily, worship; and Thou art manifest in Thy justice, and to Thee do we all, verily, bear witness. Thou art, in truth, beloved in Thy grace. No God is there but Thee, the Help in Peril, the Self-Subsisting.","榮耀，無限的榮耀歸於祢，誠然！在祢的真理中，祢是受仰慕的，是我等所崇拜的。誠然！在祢的正義中，祢是昭彰的，我等為祢見證。誠然！在祢的恩惠中，祢是受鍾愛的。除祢之外別無上帝，祢是艱苦中的救難者，自有永有者。","荣耀，无限的荣耀归于祢！祢以真理而受崇拜，我们确然都仰慕祢；祢借正义彰显自己，我们都为此作证。诚然，祢因慈悲而备受钟爱，除祢之外别无上帝。祢是救苦救难者，自在自存者。"
247,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
248,"PassageNumber",36,36,36
249,"MainText","He is God, exalted is He, the Lord of loving-kindness and bounty!","祂是崇高的上帝，慈愛與慷慨之主！","祂是崇高的上帝，慈爱与慷慨之主！"
250,"MainText","Glory be unto Thee, Thou, O my God, the Lord Omnipotent. I testify to Thine omnipotence and Thy might, Thy sovereignty and Thy loving-kindness, Thy grace and Thy power, the oneness of Thy Being and the unity of Thine Essence, Thy sanctity and exaltation above the world of being and all that is therein.","我的上帝，全能的主啊，榮耀歸於祢！我見證祢的全能和偉大，祢的權威和慈愛，祢的恩典和威力，祢存在的唯一，祢本質的同一。祢的神聖和崇高超乎存在界，凌駕於萬物之上。","我的上帝，全能的主啊，荣耀归于祢！我见证祢的全能和伟大，祢的权威和慈爱，祢的恩典和威力，祢存在的唯一，祢本质的同一。祢的神圣和崇高超乎存在界，凌驾于万物之上。"
251,"MainText","O my God! Thou seest me detached from all save Thee, holding fast unto Thee and turning unto the ocean of Thy bounty, to the heaven of Thy favor, to the Daystar of Thy grace.","我的上帝呀！祢看見我除了祢，已經超然於物外。我緊緊依傍著祢，轉向祢慷慨之汪洋、祢恩澤之天堂、祢仁慈之聖陽。","我的上帝呀！祢看见我除了祢，已经超然于物外。我紧紧依傍着祢，转向祢慷慨之汪洋、祢恩泽之天堂、祢仁慈之圣阳。"
252,"MainText","Lord! I bear witness that in Thy servant Thou hast reposed Thy Trust, and that is the Spirit wherewith Thou hast given life to the world.","主啊！我見證，祢已將自己的信托置於僕役之中，那信托便是賦予全世界以生命的靈。","主啊！我见证，祢已将自己的信托置于仆役之中，那信托便是赋予全世界以生命的灵。"
253,"MainText","I ask of Thee by the splendor of the Orb of Thy Revelation, mercifully to accept from him that which he hath achieved in Thy days. Grant then that he may be invested with the glory of Thy good-pleasure and adorned with Thine acceptance.","奉祢啟示聖星的光耀，我懇求祢，慈悲地承認他在祢日子裡所獲得的成就。允許他沐浴在祢喜樂的榮光中，讓他因祢的接納而增輝。","奉祢启示圣星的光耀，我恳求祢，慈悲地承认他在祢日子里所获得的成就。允许他沐浴在祢喜乐的荣光中，让他因祢的接纳而增辉。"
254,"MainText","O my Lord! I myself and all created things bear witness unto Thy might, and I pray Thee not to turn away from Thyself this spirit that hath ascended unto Thee, unto Thy heavenly place, Thine exalted Paradise and Thy retreats of nearness, O Thou who art the Lord of all men!","我的主啊！我和萬物都見證祢的全能，求祢不要拒絕這顆心靈，他已升到祢尊前，進入祢的聖庭，祢的崇高天國和祢身旁的隱秘之境。啊，祢是全人類之主。","我的主啊！我和万物都见证祢的全能，求祢不要拒绝这颗心灵，他已升到祢尊前，进入祢的圣庭，祢的崇高天国和祢身旁的隐秘之境。啊，祢是全人类之主。"
255,"MainText","Grant, then, O my God, that Thy servant may consort with Thy chosen ones, Thy saints and Thy Messengers in heavenly places that the pen cannot tell nor the tongue recount.","我的上帝啊！祢的天堂非筆墨所能描繪、非口舌所能形容。請恩准祢的僕人，與祢揀選者為伴，和祢諸聖使同行。","我的上帝啊！祢的天堂非笔墨所能描绘、非口舌所能形容。请恩准祢的仆人，与祢拣选者为伴，和祢诸圣使同行。"
256,"MainText","O my Lord, the poor one hath verily hastened unto the Kingdom of Thy wealth, the stranger unto his home within Thy precincts, he that is sore athirst to the heavenly river of Thy bounty. Deprive him not, O Lord, from his share of the banquet of Thy grace and from the favor of Thy bounty. Thou art in truth the Almighty, the Gracious, the All-Bountiful.","我的主呀！誠然，這貧乏之人已急速到達祢富足天國，這異鄉過客已在祢境域內回到家園，這干渴者已觸到祢博施的聖河。主呀！求祢不要撤去他在祢恩賜靈宴中的席位，也不要中斷祢博施的恩德。祢確然是全能者，寬仁者，普施者。","我的主呀！诚然，这贫乏之人已急速到达祢富足天国，这异乡过客已在祢境域内回到家园，这干渴者已触到祢博施的圣河。主呀！求祢不要撤去他在祢恩赐灵宴中的席位，也不要中断祢博施的恩德。祢确然是全能者，宽仁者，普施者。"
257,"MainText","O my God, Thy Trust hath been returned unto Thee. It behooveth Thy grace and Thy bounty that have compassed Thy dominions on earth and in heaven, to vouchsafe unto Thy newly welcomed one Thy gifts and Thy bestowals, and the fruits of the tree of Thy grace! Powerful art Thou to do as Thou willest, there is none other God but Thee, the Gracious, the Most Bountiful, the Compassionate, the Bestower, the Pardoner, the Precious, the All-Knowing.","我的上帝呀！祢的信托者已回歸祢尊前。借祢那遍及天地的恩惠與博愛，將祢的禮物、饋贈和慈悲樹上的果實，賜予祢新近接納之人。祢強大有力，隨意而為。除祢之外別無上帝，祢是寬仁者，最慷慨者，慈悲者，賜予者，寬恕者，尊貴者，全知者。","我的上帝呀！祢的信托者已回归祢尊前。借祢那遍及天地的恩惠与博爱，将祢的礼物、馈赠和慈悲树上的果实，赐予祢新近接纳之人。祢强大有力，随意而为。除祢之外别无上帝，祢是宽仁者，最慷慨者，慈悲者，赐予者，宽恕者，尊贵者，全知者。"
258,"MainText","I testify, O my Lord, that Thou hast enjoined upon men to honor their guest, and he that hath ascended unto Thee hath verily reached Thee and attained Thy Presence. Deal with him then according to Thy grace and bounty! By Thy glory, I know of a certainty that Thou wilt not withhold Thyself from that which Thou hast commanded Thy servants, nor wilt Thou deprive him that hath clung to the cord of Thy bounty and hath ascended to the Dayspring of Thy wealth.","我的主啊！我見證：祢已命諭人們禮待賓客——他已升向祢、趨近祢，終於到達祢的尊前，請以祢的恩寵和惠澤善待他。憑祢的榮耀為證，我確信，祢不會保留祢授命於僕人的一切，也不會拒絕他——他已緊執祢惠澤之繩，升騰至祢富足之黎明。","我的主啊！我见证：祢已命谕人们礼待宾客——他已升向祢、趋近祢，终于到达祢的尊前，请以祢的恩宠和惠泽善待他。凭祢的荣耀为证，我确信，祢不会保留祢授命于仆人的一切，也不会拒绝他——他已紧执祢惠泽之绳，升腾至祢富足之黎明。"
259,"MainText","There is none other God but Thee, the One, the Single, the Powerful, the Omniscient, the Bountiful.","除祢之外別無上帝，祢是同一者，唯一者，強力者，無所不能者，慷慨者。","除祢之外别无上帝，祢是同一者，唯一者，强力者，无所不能者，慷慨者。"
260,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
261,"PassageNumber",37,37,37
262,"MainText","O my God! O Thou forgiver of sins, bestower of gifts, dispeller of afflictions!","我的上帝呀！祢是赦罪者，恩賜者，消除苦患者！","我的上帝呀！祢是赦罪者，施与者，解除苦难者！"
263,"MainText","Verily, I beseech Thee to forgive the sins of such as have abandoned the physical garment and have ascended to the spiritual world.","誠然，我懇求祢寬恕所有捨脫血肉之軀，而升騰至靈界者的罪過。","我真诚地恳求祢，宽恕这些人的罪孽：他们已舍弃血肉身躯，升腾至属灵世界。"
264,"MainText","O my Lord! Purify them from trespasses, dispel their sorrows, and change their darkness into light. Cause them to enter the garden of happiness, cleanse them with the most pure water, and grant them to behold Thy splendors on the loftiest mount.","我的主呀！淨化他們免於過錯，驅除他們的憂愁，並將他們的黑暗轉變成光明。引領他們進入樂園，用那最純淨的水洗濯他們，並讓他們能在那至為聳高的山嶺，仰望祢的光彩。","我的主呀！赦免他们的罪过，解除他们的悲痛吧，将其黑暗变为光明。引领他们进入乐园，用至纯之水将其洁净，使他们站在至高山巅，仰望祢的光彩。"
265,"PassageAuthor","(‘Abdu’l-Bahá)","（阿博都巴哈）","（阿博都巴哈）"
266,"PassageNumber",38,38,38
267,"MainText","O my God! O my God! Verily, Thy servant, humble before the majesty of Thy divine supremacy, lowly at the door of Thy oneness, hath believed in Thee and in Thy verses, hath testified to Thy word, hath been enkindled with the fire of Thy love, hath been immersed in the depths of the ocean of Thy knowledge, hath been attracted by Thy breezes, hath relied upon Thee, hath turned his face unto Thee, hath offered his supplications to Thee, and hath been assured of Thy pardon and forgiveness. He hath abandoned this mortal life and hath flown to the kingdom of immortality, yearning for the favor of meeting Thee.","上帝啊，我的上帝！誠然，面對祢聖尊威儀，祢的僕人無比謙卑；在祢獨一性的門前，他的地位多麼卑微。但他堅信祢和祢的經文，見證祢的聖言。他為祢的愛火所點燃，沉浸於祢知識汪洋的深處，迷戀祢恩慈的微風。他信任祢，仰望著祢，向祢祈願，確信已被祢寬恕和赦免。他已拋卻塵世生命，飛向不朽天國，只望瞻仰祢的聖顏。","上帝啊，我的上帝！诚然，面对祢圣尊威仪，祢的仆人无比谦卑；在祢独一性的门前，他的地位多么卑微。但他坚信祢和祢的经文，见证祢的圣言。他为祢的爱火所点燃，沉浸于祢知识汪洋的深处，迷恋祢恩慈的微风。他信任祢，仰望着祢，向祢祈愿，确信已被祢宽恕和赦免。他已抛却尘世生命，飞向不朽天国，只望瞻仰祢的圣颜。"
268,"MainText","O Lord, glorify his station, shelter him under the pavilion of Thy supreme mercy, cause him to enter Thy glorious paradise, and perpetuate his existence in Thine exalted rose garden, that he may plunge into the sea of light in the world of mysteries.","主啊，榮耀他的身份吧！以祢至高恩寵的亭閣護佑他，讓他進入祢榮耀天堂，在祢高貴的玫瑰園中永享芬芳；使他置身於那神秘世界，沉浸於光明之洋。","主啊，荣耀他的身份吧！以祢至高恩宠的亭阁护佑他，让他进入祢荣耀天堂，在祢高贵的玫瑰园中永享芬芳；使他置身于那神秘世界，沉浸于光明之洋。"
269,"MainText","Verily, Thou art the Generous, the Powerful, the Forgiver and the Bestower.","誠然，祢是慷慨者，強力者，寬恕者，施與者。","诚然，祢是慷慨者，强力者，宽恕者，施与者。"
270,"PassageAuthor","(‘Abdu’l-Bahá)","（阿博都巴哈）","（阿博都巴哈）"
271,"PassageNumber",39,39,39
272,"MainText","O Thou forgiving Lord!","寬恕的主啊！","宽恕的主啊！"
273,"MainText","Although some souls have spent the days of their lives in ignorance, and became estranged and contumacious, yet, with one wave from the ocean of Thy forgiveness, all those encompassed by sin will be set free. Whomsoever Thou willest Thou makes a confidant, and whosoever is not the object of Thy choice is accounted a transgressor. Shouldst Thou deal with us with Thy justice, we are all naught but sinners and deserving to be shut out from Thee, but shouldst Thou uphold mercy, every sinner would be made pure and every stranger a friend. Bestow, then, Thy forgiveness and pardon, and grant Thy mercy unto all.","盡管有些靈魂因為無知，已經虛度了生命的光陰，離群索居，桀驁不馴。但借祢原宥之汪洋的一朵浪花，即可解脫一切惡貫滿盈之人。只要祢樂意，就可讓任何人成為祢的知己；而那些未被祢選中的，就被視為罪人。倘若祢以公義審視我們，我們就一無是處、罪惡累累，只配被祢拒之門外；倘若祢大發慈悲，秉持憐憫，則一切罪人都將被淨化，所有陌路都會成為友鄰。求祢博施寬仁之心，憐憫所有世人！","尽管有些灵魂因为无知，已经虚度了生命的光阴，离群索居，桀骜不驯。但借祢原宥之汪洋的一朵浪花，即可解脱一切恶贯满盈之人。只要祢乐意，就可让任何人成为祢的知己；而那些未被祢选中的，就被视为罪人。倘若祢以公义审视我们，我们就一无是处、罪恶累累，只配被祢拒之门外；倘若祢大发慈悲，秉持怜悯，则一切罪人都将被净化，所有陌路都会成为友邻。求祢博施宽仁之心，怜悯所有世人！"
274,"MainText","Thou art the Forgiver, the Lightgiver and the Omnipotent","祢是寬仁者，祢恩賜光明，無所不能！","祢是宽仁者，祢恩赐光明，无所不能！"
275,"PassageAuthor","(‘Abdu’l-Bahá)","（阿博都巴哈）","（阿博都巴哈）"
276,"SectionText","Detachment","超然隔絕","超脱"
277,"PassageNumber",40,40,40
278,"MainText","Suffer me, O my God, to draw nigh unto Thee, and to abide within the precincts of Thy court, for remoteness from Thee hath well-nigh consumed me. Cause me to rest under the shadow of the wings of Thy grace, for the flame of my separation from Thee hath melted my heart within me. Draw me nearer unto the river that is life indeed, for my soul burneth with thirst in its ceaseless search after Thee. My sighs, O my God, proclaim the bitterness of mine anguish, and the tears I shed attest my love for Thee.","我的上帝啊！容許我接近祢，並居住在祢聖殿的範疇內，因為遠離祢使我幾至枯竭。讓我棲息在祢仁惠羽翼的庇蔭下，因與祢遠離的火焰溶解了我的心。引領我接近生命的河流，我的靈魂因不停的尋找祢而乾枯地燃燒著。我的上帝啊！我的嘆息表明了我焦慮的苦痛，我灑下的眼淚證明了我對祢的愛。","我的上帝啊！让我亲近祢，在祢圣殿内栖居。我几近枯竭，只因与祢远离。让我在祢恩典羽翼的庇荫下歇息，因为在与祢分离的日子里，煎熬的火焰已使我心灵破碎。引领我接近生命之河吧！我的灵魂因不停寻求祢而焦渴如焚。我的上帝啊！我的叹息表明了我焦虑的苦涩，我洒下的眼泪证明着我对祢的爱。"
279,"MainText","I beseech Thee, by the praise wherewith Thou praisest Thyself and the glory wherewith Thou glorifiest Thine own Essence, to grant that we may be numbered among them that have recognized Thee and acknowledged Thy sovereignty in Thy days. Help us then to quaff, O my God, from the fingers of mercy the living waters of Thy loving-kindness, that we may utterly forget all else except Thee, and be occupied only with Thy Self. Powerful art Thou to do what Thou willest. No God is there beside Thee, the Mighty, the Help in Peril, the Self-Subsisting.","以祢用來歌頌自己的讚美及崇讚自身本質的榮耀，我祈求祢，允許我等在祢的日子裡成為覺察祢及承認祢主權的人。我的上帝啊！惠助我們自那慈悲的手指間暢飲祢仁愛的活水，以至我們能除祢之外全然忘卻一切，而專注於祢。祢是掌權的並可依願而行。除祢之外別無上帝，祢是全權者，救難者，自生自在者。","我祈愿：以祢至大颂扬之赞美，以祢至大荣耀之精髓，在祢的日子里，将我们列为认知祢威权之人。我的上帝啊！惠助我们，畅饮祢慈悲指间洒下的仁爱活水，使我们除祢之外忘却一切，全然倾心于祢。祢有威能行祢所欲，除祢之外别无上帝。祢是大能者，救苦救难者，自在自存者。"
280,"MainText","Glorified be Thy name, O Thou Who art the King of all Kings!","榮耀歸於祢的聖名，祢是萬君之主。","荣耀归于祢的圣名，啊，祢是万王之王。"
281,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
282,"PassageNumber",41,41,41
283,"MainText","Glorified art Thou, O my God! I yield Thee thanks that Thou hast made known unto me Him Who is the Dayspring of Thy mercy, and the Dawning-Place of Thy grace, and the Repository of Thy Cause. I beseech Thee by Thy Name, through which the faces of them that are nigh unto Thee have turned white, and the hearts of such as are devoted to Thee have winged their flight towards Thee, to grant that I may, at all times and under all conditions, lay hold on Thy cord, and be rid of all attachment to anyone except Thee, and may keep mine eyes directed towards the horizon of Thy Revelation, and may carry out what Thou hast prescribed unto me in Thy Tablets.","我的上帝啊！榮耀歸於祢！感謝祢使我認識了祂，祂象徵著祢慈悲的黎明，祢恩典的晨曦，和祢聖道的寶庫。透過祢的聖名，親近祢的容顏呈現白皙，摰愛祢的人心向著祢。使我隨時隨地能執緊祢的靈弦，除祢之外脫離一切，並使我的雙眼直視祢天啟的昇現處，讓我完成祢書簡中所囑咐我執行的事物。","我的上帝啊！荣耀归于祢，感谢祢使我认知了祂——祢慈悲的黎明、祢恩典的晨曦、祢圣道的仓廪。我祈求祢，凭祢的圣名使亲近祢的脸庞纯洁，使奉献于祢的心灵向祢高飞。容我随时随地紧执祢的灵绳，除祢之外超脱一切，使我双眼专注于祢天启的地平线，完成祢圣书中对我的命谕。"
284,"MainText","Attire, O my Lord, both my inner and outer being with the raiment of Thy favors and Thy loving-kindness. Keep me safe, then, from whatsoever may be abhorrent unto Thee, and graciously assist me and my kindred to obey Thee, and to shun whatsoever may stir up any evil or corrupt desire within me.","我的主啊！以祢的恩惠及仁慈之袍穿戴我內外的生命。繼而，保護我，使我脫離祢所憎惡的一切。仁慈地惠助我及我的親人來服侍祢，並使我遠避一切激發我內心墮落和腐敗之慾望的事物。","我的主啊！以祢的仁慈与恩惠，装点我内外生命的躯体；保护我，让我摆脱祢所憎恶的一切。仁慈地惠助我及亲人侍从祢，远避一切让我内心堕落或带来腐败欲望之事物。"
285,"MainText","Thou, truly, art the Lord of all mankind, and the Possessor of this world and of the next. No God is there save Thee, the All-Knowing, the All-Wise.","祢真確是全人類的主宰，今世與來世的所有者。除祢之外別無上帝，祢是全識者，全智者。","祢确然是全人类的主宰，今世与来世的统御。除祢之外别无上帝，祢是全知者，全智者。"
286,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
287,"PassageNumber",42,42,42
288,"MainText","Lauded be Thy name, O my God! I entreat Thee by the fragrances of the Raiment of Thy grace which at Thy bidding and in conformity with Thy desire were diffused throughout the entire creation, and by the Daystar of Thy will that hath shone brightly, through the power of Thy might and of Thy sovereignty, above the horizon of Thy mercy, to blot out from my heart all idle fancies and vain imaginings, that with all my affections I may turn unto Thee, O Thou Lord of all mankind!","我的上帝啊！祢的聖名該為人所尊！在祢的旨意和順從祢的意願下，祢恩惠聖袍的芬芳散佈於普世萬物，透過祢威權的力量，祢意旨之晨星燦爛地照耀在祢慈悲的地平線上，我以此芬芳和晨星祈求祢，抹去我心中所有無益的愛好和空想，以使我能全心全意的轉向祢，祢是全人類的主宰。","我的上帝啊，赞美归于祢的圣名。奉祢的旨意和期望，万物沐浴祢圣恩之袍的芬芳；透过祢的大能及威权的力量，祢圣意之阳灿烂辉煌，照耀在祢慈悲的地平线上。凭这一切我祈求祢，抹去我心中的所有幻念与空想，使我全心全意皈依祢。上帝啊，祢是全世界的君王！"
289,"MainText","I am Thy servant and the son of Thy servant, O my God! I have laid hold on the handle of Thy grace, and clung to the cord of Thy tender mercy. Ordain for me the good things that are with Thee, and nourish me from the Table Thou didst send down out of the clouds of Thy bounty and the heaven of Thy favor.","我的上帝啊！我是祢的僕役，亦是祢僕役之子。我已緊握祢恩典之柄，並執緊祢慈悲之繩。賜我祢所擁有的一切美好事物，並自祢恩惠之祥雲及恩寵之天堂所降賜的聖餐滋養我。","我的上帝啊！我是祢的仆人，也是祢仆人之子。我紧握祢恩典之柄，紧执祢慈悲之绳。请赐我祢拥有的一切美德，并用祢降赐的圣餐滋养我——这圣餐来自祢慈惠之祥云，来自祢恩宠之天庭。"
290,"MainText","Thou, in very truth, art the Lord of the worlds, and the God of all that are in heaven and all that are on earth.","祢真確是萬千世界的主宰，天上地下萬物的上帝。","祢确然是大千世界的主宰，天上地上万物的上帝。"
291,"PassageAuthor","(Bahá’u’lláh)","（巴哈歐拉）","（巴哈欧拉）"
292,"PassageNumber",43,43,43
293,"MainText","Many a chilled heart, O my God, hath been set ablaze with the fire of Thy Cause, and many a slumberer hath been wakened by the sweetness of Thy voice. How many are the strangers who have sought shelter beneath the shadow of the tree of Thy oneness, and how numerous the thirsty ones who have panted after the fountain of Thy living waters in Thy days!","我的上帝啊！許多寒冷的心已為祢聖道之火所點燃；許多昏睡的人已被祢甜蜜的天籟之聲所喚醒。多少的異鄉客均在祢獨一性的樹蔭下尋求庇護，無數的乾渴者也在祢聖日之活水的泉源後喘息！","我的上帝啊！许多冰冷的心已为祢圣道之火点燃，许多昏睡的人已被祢甜蜜之声唤醒。多少异乡客在祢独一性之树荫下寻求庇护，多少干渴者期盼祢圣日活水甘泉的喷涌！"
294,"MainText","Blessed is he that hath set himself towards Thee, and hasted to attain the Dayspring of the lights of Thy face. Blessed is he who with all his affections hath turned to the Dawning-Place of Thy Revelation and the Fountainhead of Thine inspiration. Blessed is he that hath expended in Thy path what Thou didst bestow upon him through Thy bounty and favor. Blessed is he who, in his sore longing after Thee, hath cast away all else except Thyself. Blessed is he who hath enjoyed intimate communion with Thee, and rid himself of all attachment to anyone save Thee.","凡朝向祢並急速到達祢聖容光輝之黎明的人有福了。凡誠心轉向祢啟示黎明之地，與祢靈性感召之神泉之源的人有福了。凡在祢途徑上耗盡一切祢所賜予他之恩澤的人有福了。凡渴望追隨祢，而除祢之外捨棄一切的人有福了。凡享有和祢深入之靈性溝通，並除祢之外捨棄一切眷戀的人有福了。","天佑此人，因为他朝向祢并奔赴祢圣容光辉之黎明；天佑此人，因为他全心转向祢启示的拂晓之地，转向祢灵性感召之源头；天佑此人，因为他在祢的圣道上，耗尽祢赐予他的一切恩泽；天佑此人，因为他渴望追随祢，除祢之外舍弃一切；天佑此人，因为他与祢亲密交谈，除祢之外别无眷恋。"
